id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	epi_Ciliated|epi_Ciliated	epi_Ciliated|epi_Pre-ciliated	epi_Ciliated|epi_SOX9_LGR5	epi_Ciliated|epi_SOX9_prolif	epi_Ciliated|epi_SOX9	epi_Ciliated|Fibroblast eS	epi_Ciliated|Lymphoid	epi_Ciliated|Myeloid	epi_Ciliated|Fibroblast C7	epi_Pre-ciliated|epi_Ciliated	epi_Pre-ciliated|epi_Pre-ciliated	epi_Pre-ciliated|epi_SOX9_LGR5	epi_Pre-ciliated|epi_SOX9_prolif	epi_Pre-ciliated|epi_SOX9	epi_Pre-ciliated|Fibroblast eS	epi_Pre-ciliated|Lymphoid	epi_Pre-ciliated|Myeloid	epi_Pre-ciliated|Fibroblast C7	epi_SOX9_LGR5|epi_Ciliated	epi_SOX9_LGR5|epi_Pre-ciliated	epi_SOX9_LGR5|epi_SOX9_LGR5	epi_SOX9_LGR5|epi_SOX9_prolif	epi_SOX9_LGR5|epi_SOX9	epi_SOX9_LGR5|Fibroblast eS	epi_SOX9_LGR5|Lymphoid	epi_SOX9_LGR5|Myeloid	epi_SOX9_LGR5|Fibroblast C7	epi_SOX9_prolif|epi_Ciliated	epi_SOX9_prolif|epi_Pre-ciliated	epi_SOX9_prolif|epi_SOX9_LGR5	epi_SOX9_prolif|epi_SOX9_prolif	epi_SOX9_prolif|epi_SOX9	epi_SOX9_prolif|Fibroblast eS	epi_SOX9_prolif|Lymphoid	epi_SOX9_prolif|Myeloid	epi_SOX9_prolif|Fibroblast C7	epi_SOX9|epi_Ciliated	epi_SOX9|epi_Pre-ciliated	epi_SOX9|epi_SOX9_LGR5	epi_SOX9|epi_SOX9_prolif	epi_SOX9|epi_SOX9	epi_SOX9|Fibroblast eS	epi_SOX9|Lymphoid	epi_SOX9|Myeloid	epi_SOX9|Fibroblast C7	Fibroblast eS|epi_Ciliated	Fibroblast eS|epi_Pre-ciliated	Fibroblast eS|epi_SOX9_LGR5	Fibroblast eS|epi_SOX9_prolif	Fibroblast eS|epi_SOX9	Fibroblast eS|Fibroblast eS	Fibroblast eS|Lymphoid	Fibroblast eS|Myeloid	Fibroblast eS|Fibroblast C7	Lymphoid|epi_Ciliated	Lymphoid|epi_Pre-ciliated	Lymphoid|epi_SOX9_LGR5	Lymphoid|epi_SOX9_prolif	Lymphoid|epi_SOX9	Lymphoid|Fibroblast eS	Lymphoid|Lymphoid	Lymphoid|Myeloid	Lymphoid|Fibroblast C7	Myeloid|epi_Ciliated	Myeloid|epi_Pre-ciliated	Myeloid|epi_SOX9_LGR5	Myeloid|epi_SOX9_prolif	Myeloid|epi_SOX9	Myeloid|Fibroblast eS	Myeloid|Lymphoid	Myeloid|Myeloid	Myeloid|Fibroblast C7	Fibroblast C7|epi_Ciliated	Fibroblast C7|epi_Pre-ciliated	Fibroblast C7|epi_SOX9_LGR5	Fibroblast C7|epi_SOX9_prolif	Fibroblast C7|epi_SOX9	Fibroblast C7|Fibroblast eS	Fibroblast C7|Lymphoid	Fibroblast C7|Myeloid	Fibroblast C7|Fibroblast C7	epi_Ciliated|epi_Lumenal 1	epi_Ciliated|epi_Lumenal 2	epi_Ciliated|epi_Glandular	epi_Ciliated|epi_Glandular_secretory	epi_Ciliated|Fibroblast dS	epi_Lumenal 1|epi_Ciliated	epi_Lumenal 1|epi_Lumenal 1	epi_Lumenal 1|epi_Lumenal 2	epi_Lumenal 1|epi_Glandular	epi_Lumenal 1|epi_Glandular_secretory	epi_Lumenal 1|Fibroblast dS	epi_Lumenal 1|Lymphoid	epi_Lumenal 1|epi_SOX9	epi_Lumenal 1|Fibroblast C7	epi_Lumenal 1|Myeloid	epi_Lumenal 2|epi_Ciliated	epi_Lumenal 2|epi_Lumenal 1	epi_Lumenal 2|epi_Lumenal 2	epi_Lumenal 2|epi_Glandular	epi_Lumenal 2|epi_Glandular_secretory	epi_Lumenal 2|Fibroblast dS	epi_Lumenal 2|Lymphoid	epi_Lumenal 2|epi_SOX9	epi_Lumenal 2|Fibroblast C7	epi_Lumenal 2|Myeloid	epi_Glandular|epi_Ciliated	epi_Glandular|epi_Lumenal 1	epi_Glandular|epi_Lumenal 2	epi_Glandular|epi_Glandular	epi_Glandular|epi_Glandular_secretory	epi_Glandular|Fibroblast dS	epi_Glandular|Lymphoid	epi_Glandular|epi_SOX9	epi_Glandular|Fibroblast C7	epi_Glandular|Myeloid	epi_Glandular_secretory|epi_Ciliated	epi_Glandular_secretory|epi_Lumenal 1	epi_Glandular_secretory|epi_Lumenal 2	epi_Glandular_secretory|epi_Glandular	epi_Glandular_secretory|epi_Glandular_secretory	epi_Glandular_secretory|Fibroblast dS	epi_Glandular_secretory|Lymphoid	epi_Glandular_secretory|epi_SOX9	epi_Glandular_secretory|Fibroblast C7	epi_Glandular_secretory|Myeloid	Fibroblast dS|epi_Ciliated	Fibroblast dS|epi_Lumenal 1	Fibroblast dS|epi_Lumenal 2	Fibroblast dS|epi_Glandular	Fibroblast dS|epi_Glandular_secretory	Fibroblast dS|Fibroblast dS	Fibroblast dS|Lymphoid	Fibroblast dS|epi_SOX9	Fibroblast dS|Fibroblast C7	Fibroblast dS|Myeloid	Lymphoid|epi_Lumenal 1	Lymphoid|epi_Lumenal 2	Lymphoid|epi_Glandular	Lymphoid|epi_Glandular_secretory	Lymphoid|Fibroblast dS	epi_SOX9|epi_Lumenal 1	epi_SOX9|epi_Lumenal 2	epi_SOX9|epi_Glandular	epi_SOX9|epi_Glandular_secretory	epi_SOX9|Fibroblast dS	Fibroblast C7|epi_Lumenal 1	Fibroblast C7|epi_Lumenal 2	Fibroblast C7|epi_Glandular	Fibroblast C7|epi_Glandular_secretory	Fibroblast C7|Fibroblast dS	Myeloid|epi_Lumenal 1	Myeloid|epi_Lumenal 2	Myeloid|epi_Glandular	Myeloid|epi_Glandular_secretory	Myeloid|Fibroblast dS
CPI-SC086EAFF18	WNT2B_FZD1_LRP5	simple:Q93097	complex:FZD1_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.083																			0.08	0.089	0.113	0.107	0.106	0.095						0.08									0.095	0.089	0.088	0.077																																																																																																				0.081	0.086													
CPI-SS05632AB58	NCAM1_FGFR1	simple:P13591	simple:P11362	NCAM1	FGFR1	True	True	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	0.083																																																							0.32	0.342	0.382	0.401	0.412	0.295	0.225		0.407																																																																										0.302	0.36	0.378	0.413	0.286															
CPI-SS0E292C126	KLRB1_CLEC2D	simple:Q12918	simple:Q9UHP7	KLRB1	CLEC2D	False	True	True	curated	False	Ligand-Receptor		0.083																																																							0.588	0.641	0.627	0.706	0.669	0.636	0.709	0.633																																																																											0.631	0.598	0.589	0.594	0.586															
CPI-SC051FC855D	TGFB3_TGFbeta_receptor1	simple:P10600	complex:TGFbeta_receptor1	TGFB3		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.09																																			0.143														0.113	0.097	0.113	0.112	0.191																						0.133	0.158	0.143	0.158	0.158	0.236																																																																				0.149			0.192					
CPI-SS03EF699C7	HLA-E_KLRC1	simple:P13747	simple:P26715	HLA-E	KLRC1	False	False	True	curated	False	Ligand-Receptor	Signaling by HLA	0.09							0.853									0.853									1.027									0.981									1.042									0.85									1.307									1.351									0.943														1.11										0.995										1.097										1.217										0.891																							
CPI-SC05A060D3B	HLA-E_CD94:NKG2A	simple:P13747	complex:CD94:NKG2A	HLA-E		False	False	True	curated	False	Ligand-Receptor	Signaling by HLA	0.09							0.809									0.809									0.983									0.937									0.998									0.806									1.263									1.307									0.899														1.066										0.951										1.053										1.174										0.847																							
CPI-SS04E33D0FB	EFNA5_EPHA1	simple:P52803	simple:P21709	EFNA5	EPHA1	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.09											0.069	0.067	0.066	0.063																																	0.071	0.069	0.068	0.065																																																										0.085	0.063					0.065														0.125	0.103					0.106																						
CPI-SC0FBD05A5F	WNT2B_FZD5_LRP5	simple:Q93097	complex:FZD5_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.09																				0.095	0.13	0.114	0.123							0.097	0.081	0.09						0.078	0.112	0.096	0.105																																																																																																					0.081	0.086	0.072												
CPI-SS051AA0057	BAG6_NCR3	simple:P46379	simple:O14931	BAG6	NCR3	False	False	True	curated	False	Ligand-Receptor		0.09							0.313									0.32									0.246									0.265									0.266									0.254									0.241									0.253									0.213														0.226										0.266										0.202										0.272										0.225																							
CPI-CS0F721837F	ProstaglandinE2_byPTGES2_PTGER3	complex:ProstaglandinE2_byPTGES2	simple:P43115		PTGER3	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.09									0.168									0.172									0.196									0.204									0.19									0.249									0.197									0.234									0.18														0.177										0.194										0.18										0.191										0.198																					
CPI-SC02D16C89A	WNT2B_FZD6_LRP5	simple:Q93097	complex:FZD6_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.09																			0.165	0.11	0.13	0.123	0.123					0.132		0.097	0.09	0.09					0.147	0.092	0.112	0.105	0.105																																																																																																																			
CPI-SC015580274	WNT2B_FZD3_LRP6	simple:Q93097	complex:FZD3_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.09																				0.188	0.155	0.163	0.123	0.129					0.155	0.122	0.13							0.17	0.137	0.145		0.111																																																																																																				0.12	0.13													
CPI-CS0C61C245A	atRetinoicAcid_byALDH1A3_RORB	complex:atRetinoicAcid_byALDH1A3	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.09						0.436	0.204								0.396									0.427	0.194																										0.435	0.203																																		0.602						0.58	0.181																			0.553										0.558										0.884	0.485																							
CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.09															0.27		0.243				0.186			0.309		0.282				0.211	0.181		0.334		0.307	0.182			0.185			0.308		0.281																																																																																																						0.311										
CPI-SS0F7FF099C	GAS6_MERTK	simple:Q14393	simple:Q12866	GAS6	MERTK	True	False	True	curated	False	Ligand-Receptor	Signaling by Growth arrest	0.09								0.288																																						0.278		0.288	0.279	0.292			0.379																		0.269				0.247		0.251			0.338									0.249							0.312																				0.254																																0.274								
CPI-SC081C6762E	WNT2B_FZD5_LRP6	simple:Q93097	complex:FZD5_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.09																				0.095	0.143	0.114	0.14							0.11	0.081	0.107							0.125	0.096	0.122																																																																																																					0.104	0.13	0.097	0.089											
CPI-SC03346B36E	WNT2_FZD5_LRP5	simple:P09544	complex:FZD5_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.096																																															0.304	0.339	0.323	0.331																								0.142	0.177	0.161	0.169																																																			0.147	0.152	0.138				0.171													0.145	0.15	0.137							
CPI-SS06265E131	GAST_ADGRG1	simple:P01350	simple:Q9Y653	GAST	ADGRG1	True	False	True	curated	False	Ligand-Receptor	Signaling by Gastrin	0.096																																																																																								0.271	0.237					0.207													0.311	0.444	0.41	0.317	0.314			0.381			0.31	0.444	0.409	0.316	0.313			0.38																																
CPI-SS01E6C2BB8	WNT2_SFRP1	simple:P09544	simple:Q8N474	WNT2	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.096																																															0.292	0.289	0.292	0.312	1.057	0.355	0.325	0.703																								0.895	0.192		0.541																																																			0.347	0.194		0.543																0.345					
CPI-CS033058D2B	atRetinoicAcid_byALDH1A2_RORB	complex:atRetinoicAcid_byALDH1A2	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.096						0.407									0.398																																				0.909	0.677								0.439	0.206								0.42									0.499	0.266							0.572																																														0.835	0.437								0.605										0.664					0.586
CPI-SS05E7290A6	WNT2_SFRP4	simple:P09544	simple:Q6FHJ7	WNT2	SFRP4	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.096																																														0.46	0.565		0.43	0.445	2.262	0.421	0.581	0.578																								2.1		0.419	0.416																																																			0.42			0.418	0.42															0.418					
CPI-SS05E4F3F47	NRXN3_ADGRL1	simple:Q9HDB5	simple:O94910	NRXN3	ADGRL1	False	False	True	curated	False	Receptor-Receptor	Signaling by Neurexin	0.096		0.122	0.155	0.14	0.139	0.158														0.165	0.197	0.182	0.181	0.2																																																											0.137						0.252					0.255					0.247					0.249																																																				
CPI-SS0674B0F46	SEMA3F_NRP2	simple:Q13275	simple:O60462	SEMA3F	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.096								0.134				0.112					0.149			0.123	0.118	0.115				0.154									0.14				0.114	0.111				0.151																																																														0.153											0.107							0.109		0.16																														
CPI-SS080C81D37	APP_CD74	simple:P05067	simple:P04233	APP	CD74	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	0.096								2.222									2.336									2.385									2.368									2.346		0.911							2.44									2.085									2.177									2.35																2.278										2.308										2.216										2.29										2.361																				
CPI-CS06A0713BD	Cholesterol_byCEL_RORA	complex:Cholesterol_byCEL	simple:P35398		RORA	True	False	True	curated	False	Ligand-Receptor	Signaling by Cholesterol	0.103	0.355	0.319	0.309	0.294	0.328	0.321	0.461		0.362	0.162						0.269		0.17																																																																0.292	0.327	0.332	0.341	0.421																																																																						
CPI-SC00C9C81E3	GDF11_ACVR_1B2A_receptor	simple:O95390	complex:ACVR_1B2A_receptor	GDF11		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	0.103																			0.111									0.173	0.146		0.149	0.153					0.186	0.159		0.161	0.166					0.221	0.194		0.196	0.201																																															0.123																														0.15							0.13																						
CPI-SS0703C3CE4	DKK1_LRP6	simple:O94907	simple:O75581	DKK1	LRP6	True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	0.103		0.203	0.203	0.191																																											0.227	0.227	0.215	0.179																																																																										0.176			0.501	0.544	0.553	0.52	0.512	0.541		0.571	0.533																					
CPI-CS0A5B6BD7A	12oxoLeukotrieneB4_byPTGR1_LTB4R	complex:12oxoLeukotrieneB4_byPTGR1	simple:Q15722		LTB4R	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.103	0.325	0.313						0.333																		0.253		0.461	0.449						0.469		0.408	0.396						0.416																																											0.359									0.367	0.337									0.344	0.261									0.269																																								
CPI-SC0DA808D76	TGFB3_integrin_aVb6_complex	simple:P10600	complex:integrin_aVb6_complex	TGFB3		True	False	False	curated	True	Ligand-Receptor	Signaling by Transforming growth factor	0.103																												0.082		0.143	0.111	0.114														0.13	0.092	0.191	0.159	0.161																							0.175	0.137	0.236	0.204	0.207																																																																						0.151	0.136								
CPI-SC06EEEC092	COL17A1_integrin_a2b1_complex	simple:Q9UMD9	complex:integrin_a2b1_complex	COL17A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.103	0.157	0.207	0.212	0.255	0.395						0.169	0.173	0.217	0.357																																																																					0.181	0.316	0.234																								0.145	0.28	0.198			0.359																																										
CPI-SC01AADFEB3	TGFB1_TGFbeta_receptor2	simple:P01137	complex:TGFbeta_receptor2	TGFB1		True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.103																																																		0.178	0.174					0.428	0.43	0.445	0.453	0.449		0.435			0.323	0.324	0.339	0.347	0.343		0.329																																																																					0.428															0.322	
CPI-SS001D0E553	WNT7A_SFRP4	simple:O00755	simple:Q6FHJ7	WNT7A	SFRP4	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.103						2.041									2.036				0.441	0.546		0.411	0.426	2.243	0.402	0.562	0.559						2.1		0.419	0.416																																																								0.437			0.435	0.438																																																												
CPI-SC05640277E	COL7A1_integrin_a2b1_complex	simple:Q02388	complex:integrin_a2b1_complex	COL7A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.103											0.182	0.186	0.23	0.369								0.194	0.334																							0.284	0.334	0.338	0.382	0.522																																																																													0.184		0.208	0.343	0.261			0.422																						
CPI-SS046F8AD8B	VEGFA_NRP2	simple:P15692	simple:O60462	VEGFA	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.103																					0.269					0.305																																								0.269					0.305																0.319							0.322		0.372	0.3							0.303		0.353	0.385							0.388		0.438	0.525							0.528		0.578																														
CPI-SC0671450D5	WNT2B_FZD3_LRP5	simple:Q93097	complex:FZD3_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.103																			0.137	0.11	0.13	0.123	0.123	0.095				0.104		0.097	0.09	0.09					0.119	0.092	0.112	0.105	0.105																																																																																																						0.086													
CPI-SC0F96CE387	FN1_integrin_a4b1_complex	simple:P02751	complex:integrin_a4b1_complex	FN1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Fibronectin	0.103																																																		0.424	0.435	0.537	0.517																	0.27							0.271	0.282	0.385	0.364																																																	0.402	0.391			0.471	0.358		0.451												0.315	0.304							
CPI-SC050F64BB5	COL27A1_integrin_a1b1_complex	simple:Q8IZC6	complex:integrin_a1b1_complex	COL27A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.103																0.266									0.296									0.32									0.33					0.221	0.201	0.227	0.217	0.401									0.289																																										0.266																													0.199	0.304										0.199	0.207		0.225										
CPI-SC0915DDE22	BMP4_BMPR1A_BMPR2	simple:P12644	complex:BMPR1A_BMPR2	BMP4		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	0.103																																																																									0.151	0.115	0.127	0.151	0.133	0.152																																																	0.126	0.088	0.129		0.1	0.101		0.109													0.113	0.154		0.125	0.126					
CPI-SC027A59AFB	WNT5A_FZD5_LRP5	simple:P41221	complex:FZD5_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.109																													0.149	0.184	0.168	0.176							0.146		0.138						0.34	0.375	0.359	0.368																																						0.142	0.147					0.166																																		0.234	0.239	0.226				0.258																						
CPI-SS0A21B9682	WNT5A_SFRP4	simple:P41221	simple:Q6FHJ7	WNT5A	SFRP4	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.109						2.049									2.041									2.055									2.107		0.425							2.069				0.496	0.601		0.466	0.481	2.298	0.457	0.617	0.614																																																																														0.507			0.505	0.507																				
CPI-SS06DA9B4FE	PDGFC_PDGFRA	simple:Q9NRA1	simple:P16234	PDGFC	PDGFRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Platelet-derived growth factor	0.109															0.403			0.733						0.414			0.744						0.435			0.766						0.43			0.761						0.463			0.794																																						0.798			0.764							0.773			0.74																											0.792			0.758											0.795										
CPI-SC059A22B9E	WNT2_FZD5_LRP6	simple:P09544	complex:FZD5_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.109																																															0.304	0.352	0.323	0.349																								0.142	0.189	0.161	0.186																																																			0.17	0.196	0.163	0.155			0.188													0.168	0.194	0.161	0.153						
CPI-SS0109FE6AE	HGF_MET	simple:P14210	simple:P08581	HGF	MET	True	False	True	curated	False	Ligand-Receptor		0.109																																															0.263	0.446	0.306	0.343															0.258	0.44	0.301	0.337																																																												0.331	0.323	0.424	0.476			0.355																		0.313	0.305	0.406	0.459	
CPI-SC00035437A	ICAM1_integrin_aLb2_complex	simple:P05362	complex:integrin_aLb2_complex	ICAM1		False	True	False	curated	True	Ligand-Receptor	Adhesion by ICAM	0.109							0.197																		0.313	0.253								0.309	0.249								0.342	0.281								0.233									0.276	0.216								0.426	0.366								0.298	0.238																							0.205										0.248										0.236																																	
CPI-SS0EBDDDF8A	SEMA7A_PLXNC1	simple:O75326	simple:O60486	SEMA7A	PLXNC1	False	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.109																0.094	0.153			0.098					0.123	0.182								0.085	0.144								0.071	0.13																					0.072					0.097	0.156																																																			0.097	0.081			0.14																				0.087										0.113
CPI-SC0C287AFC3	COL4A5_integrin_a2b1_complex	simple:P29400	complex:integrin_a2b1_complex	COL4A5		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.109		0.174	0.178	0.222	0.361																										0.198	0.338															0.194	0.198	0.242	0.382																																		0.282	0.2																																										0.195		0.219	0.354	0.271			0.433																						
CPI-SS09CEEE405	MPZL1_MPZL1	simple:O95297	simple:O95297	MPZL1	MPZL1	False	False	False	curated	False	Adhesion-Adhesion		0.109																								0.233									0.247			0.233						0.247			0.233			0.233	0.247	0.247	0.273	0.232		0.26						0.232																0.233	0.233	0.26																																																									0.239																0.239					
