id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	epi.SOX9_basalis|epi.SOX9_basalis	epi.SOX9_basalis|mes.eStromal	epi.SOX9_basalis|mes.eStromal_MMPs	epi.SOX9_basalis|mes.Fibroblast_basalis	epi.SOX9_basalis|mes.uSMCs	mes.eStromal|epi.SOX9_basalis	mes.eStromal|mes.eStromal	mes.eStromal|mes.eStromal_MMPs	mes.eStromal|mes.Fibroblast_basalis	mes.eStromal|mes.uSMCs	mes.eStromal_MMPs|epi.SOX9_basalis	mes.eStromal_MMPs|mes.eStromal	mes.eStromal_MMPs|mes.eStromal_MMPs	mes.eStromal_MMPs|mes.Fibroblast_basalis	mes.eStromal_MMPs|mes.uSMCs	mes.Fibroblast_basalis|epi.SOX9_basalis	mes.Fibroblast_basalis|mes.eStromal	mes.Fibroblast_basalis|mes.eStromal_MMPs	mes.Fibroblast_basalis|mes.Fibroblast_basalis	mes.Fibroblast_basalis|mes.uSMCs	mes.uSMCs|epi.SOX9_basalis	mes.uSMCs|mes.eStromal	mes.uSMCs|mes.eStromal_MMPs	mes.uSMCs|mes.Fibroblast_basalis	mes.uSMCs|mes.uSMCs	immune.eM1|immune.eM1	immune.eM1|immune.eM2	immune.eM1|mes.eStromal	immune.eM1|mes.eStromal_MMPs	immune.eM2|immune.eM1	immune.eM2|immune.eM2	immune.eM2|mes.eStromal	immune.eM2|mes.eStromal_MMPs	mes.eStromal|immune.eM1	mes.eStromal|immune.eM2	mes.eStromal_MMPs|immune.eM1	mes.eStromal_MMPs|immune.eM2	mes.dStromal_early|mes.dStromal_early	mes.dStromal_early|immune.uNK3	mes.dStromal_early|immune.uNK1	immune.uNK3|mes.dStromal_early	immune.uNK3|immune.uNK3	immune.uNK3|immune.uNK1	immune.uNK1|mes.dStromal_early	immune.uNK1|immune.uNK3	immune.uNK1|immune.uNK1	immune.uNK3|immune.eM1	immune.uNK3|immune.eM2	immune.uNK3|endo.Arterial	immune.uNK3|endo.Venous	immune.uNK3|mes.ePV_1a	immune.uNK3|mes.ePV_1b	immune.uNK3|mes.ePV_2	immune.uNK1|immune.eM1	immune.uNK1|immune.eM2	immune.uNK1|endo.Arterial	immune.uNK1|endo.Venous	immune.uNK1|mes.ePV_1a	immune.uNK1|mes.ePV_1b	immune.uNK1|mes.ePV_2	immune.eM1|immune.uNK3	immune.eM1|immune.uNK1	immune.eM1|endo.Arterial	immune.eM1|endo.Venous	immune.eM1|mes.ePV_1a	immune.eM1|mes.ePV_1b	immune.eM1|mes.ePV_2	immune.eM2|immune.uNK3	immune.eM2|immune.uNK1	immune.eM2|endo.Arterial	immune.eM2|endo.Venous	immune.eM2|mes.ePV_1a	immune.eM2|mes.ePV_1b	immune.eM2|mes.ePV_2	endo.Arterial|immune.uNK3	endo.Arterial|immune.uNK1	endo.Arterial|immune.eM1	endo.Arterial|immune.eM2	endo.Arterial|endo.Arterial	endo.Arterial|endo.Venous	endo.Arterial|mes.ePV_1a	endo.Arterial|mes.ePV_1b	endo.Arterial|mes.ePV_2	endo.Venous|immune.uNK3	endo.Venous|immune.uNK1	endo.Venous|immune.eM1	endo.Venous|immune.eM2	endo.Venous|endo.Arterial	endo.Venous|endo.Venous	endo.Venous|mes.ePV_1a	endo.Venous|mes.ePV_1b	endo.Venous|mes.ePV_2	mes.ePV_1a|immune.uNK3	mes.ePV_1a|immune.uNK1	mes.ePV_1a|immune.eM1	mes.ePV_1a|immune.eM2	mes.ePV_1a|endo.Arterial	mes.ePV_1a|endo.Venous	mes.ePV_1a|mes.ePV_1a	mes.ePV_1a|mes.ePV_1b	mes.ePV_1a|mes.ePV_2	mes.ePV_1b|immune.uNK3	mes.ePV_1b|immune.uNK1	mes.ePV_1b|immune.eM1	mes.ePV_1b|immune.eM2	mes.ePV_1b|endo.Arterial	mes.ePV_1b|endo.Venous	mes.ePV_1b|mes.ePV_1a	mes.ePV_1b|mes.ePV_1b	mes.ePV_1b|mes.ePV_2	mes.ePV_2|immune.uNK3	mes.ePV_2|immune.uNK1	mes.ePV_2|immune.eM1	mes.ePV_2|immune.eM2	mes.ePV_2|endo.Arterial	mes.ePV_2|endo.Venous	mes.ePV_2|mes.ePV_1a	mes.ePV_2|mes.ePV_1b	mes.ePV_2|mes.ePV_2	epi.SOX9_functionalis_I|epi.SOX9_functionalis_I	epi.SOX9_functionalis_I|epi.SOX9_functionalis_II	epi.SOX9_functionalis_I|mes.eStromal	epi.SOX9_functionalis_I|mes.eStromal_MMPs	epi.SOX9_functionalis_II|epi.SOX9_functionalis_I	epi.SOX9_functionalis_II|epi.SOX9_functionalis_II	epi.SOX9_functionalis_II|mes.eStromal	epi.SOX9_functionalis_II|mes.eStromal_MMPs	mes.eStromal|epi.SOX9_functionalis_I	mes.eStromal|epi.SOX9_functionalis_II	mes.eStromal_MMPs|epi.SOX9_functionalis_I	mes.eStromal_MMPs|epi.SOX9_functionalis_II	epi.SOX9_luminal|epi.SOX9_luminal	epi.SOX9_luminal|epi.preCiliated	epi.preCiliated|epi.SOX9_luminal	epi.preCiliated|epi.preCiliated	epi.preGlandular|epi.preGlandular	epi.preGlandular|mes.dStromal_early	mes.dStromal_early|epi.preGlandular	epi.preLuminal|epi.preLuminal	epi.preLuminal|epi.Ciliated	epi.Ciliated|epi.preLuminal	epi.Ciliated|epi.Ciliated	epi.Glandular|epi.Glandular	epi.Glandular|epi.Glandular_secretory	epi.Glandular|mes.dStromal_mid	epi.Glandular_secretory|epi.Glandular	epi.Glandular_secretory|epi.Glandular_secretory	epi.Glandular_secretory|mes.dStromal_mid	mes.dStromal_mid|epi.Glandular	mes.dStromal_mid|epi.Glandular_secretory	mes.dStromal_mid|mes.dStromal_mid	epi.Luminal|epi.Luminal	epi.Luminal|epi.Ciliated	epi.Ciliated|epi.Luminal	epi.Glandular_secretory|epi.Glandular_secretory_FGF7	epi.Glandular_secretory|mes.dStromal_late	epi.Glandular_secretory_FGF7|epi.Glandular_secretory	epi.Glandular_secretory_FGF7|epi.Glandular_secretory_FGF7	epi.Glandular_secretory_FGF7|mes.dStromal_late	mes.dStromal_late|epi.Glandular_secretory	mes.dStromal_late|epi.Glandular_secretory_FGF7	mes.dStromal_late|mes.dStromal_late
CPI-SC0D5A18C2E	IL1B_IL1_receptor	simple:P01584	complex:IL1_receptor	IL1B		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	0.037																																																																	10.804	10.77	10.744					5.042	5.007	4.982																																																																																								
CPI-SS0BAB460FF	ANGPT2_TEK	simple:O15123	simple:Q02763	ANGPT2	TEK	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiopoietin	0.037																																																																																								2.51	2.479																	2.154	2.123								1.541	1.51																																														
CPI-SS004C23DCE	EREG_EGFR	simple:O14944	simple:P00533	EREG	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.037																												2.771	2.759																																		2.454		2.65	2.479	2.725																																																																																															
CPI-SC08FDDEC16	GDF7_BMR1A_ACR2A	simple:Q7Z4P5	complex:BMR1A_ACR2A	GDF7		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	0.037						1.014	1.012	1.017																														1.73																																																																																										0.994	0.986																																	
CPI-SS097860321	WNT6_SFRP1	simple:Q9Y6F9	simple:Q8N474	WNT6	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.037												6.342																																																																																			0.655	0.696		0.624		0.774	2.861																																																													
CPI-SS0F67B526A	SEMA3C_NRP2	simple:Q99985	simple:O60462	SEMA3C	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.037																																			0.782																																																																															0.668																		0.854	0.714						0.713	0.722																						
CPI-SS0938C6980	DLL4_NOTCH3	simple:Q9NR61	simple:Q9UM47	DLL4	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.037																																																																																	3.711	3.069	2.79							3.166	2.524	2.246																																																																						
CPI-SS047232C64	DLL1_NOTCH3	simple:O00548	simple:Q9UM47	DLL1	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.037																																																																																	3.057	2.415	2.136							3.036	2.394	2.115																																																																						
CPI-SS09C4FCB90	ICAM1_SPN	simple:P05362	simple:P16150	ICAM1	SPN	False	True	False	curated	False	Adhesion-Adhesion	Adhesion by ICAM	0.037																										1.554				1.447																															1.642	1.612						1.536	1.505																																																																																													
CPI-SS073F3FAD5	WNT5A_ROR1	simple:P41221	simple:Q01973	WNT5A	ROR1	True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	0.037											2.69	2.778	2.739	2.8	2.775																																																																																																																			2.688																																
CPI-SC0C3E862AA	IHH_PTCH_GAS1_transmembrane_receptor	simple:Q14623	complex:PTCH_GAS1_transmembrane_receptor	IHH		True	False	True	curated	False	Ligand-Receptor	Signaling by Indian hedgehog	0.037		0.919	0.906	1.09																																																																																																																						0.44				1.271	1.258																																			
CPI-SS02A53F29E	LRPAP1_SORT1	simple:P30533	simple:Q99523	LRPAP1	SORT1	False	False	True	curated	False	Ligand-Receptor		0.037											3.267				3.362																					3.346	3.389																																																																																													3.277	3.339																															
CPI-SS0D1D95883	CCL4_CCR5	simple:P13236	simple:P51681	CCL4	CCR5	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.037																														21.689	21.692																43.732	43.734						36.417	36.42																																																																																																											
CPI-SS0FEEB187C	PDGFB_PDGFRA	simple:P01127	simple:P16234	PDGFB	PDGFRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Platelet-derived growth factor	0.037			2.625	2.302																									2.76				2.75																																																																																										2.712				2.624																																			
CPI-SC055AF31A9	WNT2_FZD2_LRP5	simple:P09544	complex:FZD2_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.037											1.082	1.094	1.158	1.162																																																																																																																				1.067	1.106																															
CPI-SS03E48EFEA	C3_C3AR1	simple:P01024	simple:Q16581	C3	C3AR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Complement	0.037																										0.908	1.46			0.962	1.513					0.822	1.373																																																																																																																													
CPI-SS01771D11B	COL4A2_ADGRG6	simple:P08572	simple:Q86SQ4	COL4A2	ADGRG6	True	False	True	curated	False	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.037																																																																																							3.741		3.778																6.931		6.968							7.967		8.003																																														
CPI-SC06CA2BDAB	IL1RN_IL1_receptor	simple:P18510	complex:IL1_receptor	IL1RN		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	0.037																																																																	1.636	1.602	1.577					1.04	1.005	0.98																																																																																								
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Platelet-derived growth factor	0.043																							2.779	2.455																																																																																					1.651	1.781													2.622																						3.121			3.043														
CPI-SS0A021DB6E	CCL5_CCR1	simple:P13501	simple:P32246	CCL5	CCR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.043																											1.324				1.527						0.732						28.413				28.729	28.967							6.681																																																																																																											
CPI-SS08E4D6FA9	DLL4_NOTCH2	simple:Q9NR61	simple:Q04721	DLL4	NOTCH2	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.043																																																																											1.017	0.947	1.05	0.977			0.973	1.058	1.038																																																																															
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	SEMA4A	PLXND1	False	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.043																											0.753				0.724				0.624																																											0.654									0.614																		0.709									0.629																																																
CPI-SC0E81D7329	IL6_IL6_receptor	simple:P05231	complex:IL6_receptor	IL6		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	0.043																																																																																																																																											1.271	1.402				0.652			0.528					3.828	3.949							0.503		
CPI-SS065B2DBAE	JAG2_NOTCH2	simple:Q9Y219	simple:Q04721	JAG2	NOTCH2	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.043																																																																											1.254	1.184	1.287	1.213			1.209	1.295	1.275																																																																															
CPI-SS0DBFB8BEA	CCL2_ACKR1	simple:P13500	simple:Q16570	CCL2	ACKR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.043																																																																4.611							7.258									4.892									4.895									8.278									4.225									4.462																																														
CPI-SC0CDC669B3	OSM_LIFR	simple:P13725	complex:LIFR	OSM		True	False	True	curated	False	Ligand-Receptor	Signaling by Oncostatin-M precursor	0.043																																																															1.631	1.715	0.796	0.503	0.519				1.521	0.603																																																																																										
CPI-SS065D9259F	PGF_NRP2	simple:P49763	simple:O60462	PGF	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.043																																																																																															0.87	1.171	0.654	0.747			0.665				1.047									0.821																																																
CPI-SS0911EECCC	CXCL8_ACKR1	simple:P10145	simple:Q16570	CXCL8	ACKR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.043																																																		3.949							3.679							16.28							14.792									3.763									3.809																		3.892																																																							
CPI-CS0259A0EB4	Dehydroepiandrosterone_bySTS_PPARA	complex:Dehydroepiandrosterone_bySTS	simple:Q07869		PPARA	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	0.043																																												0.707											0.648	0.599	0.606	0.651	0.657	0.656																																																																																																						
CPI-SC0A2DB962D	CDH1_integrin_a2b1_complex	simple:P12830	complex:integrin_a2b1_complex	CDH1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Cadherin	0.043			0.852																																																																																																																					2.434			1.633	1.714			0.914																			2.013	2.012															
CPI-SS0E7CBFD03	WNT5A_ROR2	simple:P41221	simple:Q01974	WNT5A	ROR2	True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	0.043											2.762	2.834	2.751	2.914	2.815																																																																																																																			2.734	2.753																															
CPI-SS06F83AE58	CD44_SELE	simple:P16070	simple:P16581	CD44	SELE	False	True	False	curated	False	Ligand-Receptor		0.043																																																		2.945							1.669							3.32							2.188																											2.595									1.964									1.363																																														
CPI-SC03C325B42	ICAM3_integrin_aDb2_complex	simple:P32942	complex:integrin_aDb2_complex	ICAM3		False	False	False	curated	True	Ligand-Receptor	Adhesion by ICAM	0.043																																											1.439			1.367																0.78														0.679									0.683																		0.623									0.634																																																		
CPI-SC0B5F57CE1	TNC_integrin_a9b1_complex	simple:P24821	complex:integrin_a9b1_complex	TNC		True	False	False	curated	True	Ligand-Receptor	Adhesion by tenascin	0.043																																																																																							0.548	0.849	0.646																									1.089	1.391	1.187						0.715																																								
CPI-SC09B2D1C63	TNC_integrin_a8b1_complex	simple:P24821	complex:integrin_a8b1_complex	TNC		True	False	False	curated	True	Ligand-Receptor	Adhesion by tenascin	0.043																																																																																									0.726			0.634									0.535									0.339						1.267			1.176			0.728																																								
CPI-SC0C2126F8E	JAM2_integrin_a4b1_complex	simple:P57087	complex:integrin_a4b1_complex	JAM2		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by JAM	0.043																																								0.412																																				1.278							1.225		0.977							0.924																				0.446							0.393																																											
CPI-SC0956F4A31	COL16A1_integrin_a2b1_complex	simple:Q07092	complex:integrin_a2b1_complex	COL16A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.043								0.577					0.407			0.736		0.937					0.435																																																																																																									1.378		1.207																																
CPI-SC0E85E1FB0	COL15A1_integrin_a2b1_complex	simple:P39059	complex:integrin_a2b1_complex	COL15A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.043								0.683					0.713			1.383		1.585					0.531																																																																																																									1.484		1.513																																
CPI-SC05640277E	COL7A1_integrin_a2b1_complex	simple:Q02388	complex:integrin_a2b1_complex	COL7A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.043								0.948			1.782		1.983					0.432																																																																																																														1.749		2.783	1.791																															
CPI-SC037038602	COL7A1_integrin_a11b1_complex	simple:Q02388	complex:integrin_a11b1_complex	COL7A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.043									1.104				1.749	2.139	2.051				0.588																																																																																											0.321									0.506																																											
CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	False	False	True	curated	False	Ligand-Receptor	Signaling by Thrombospondin precursor	0.043											0.873					1.13																				0.907	0.905																																																																																														0.62							0.485											0.845													
CPI-SC0322BA9B5	IGF1_integrin_a6b4_complex	simple:P05019	complex:integrin_a6b4_complex	IGF1		True	False	False	curated	True	Ligand-Receptor	Signaling by Insulin-like growth factor	0.049						10.534																																																																1.514	1.26																																																									10.495	10.506									13.35														0.741		0.762								
